name,display_name,user_id,bio,followers_count,following_count,acct_created,location
RepTomMacArthur,Tom MacArthur,2962994194,Congressman for New Jersey's Third Congressional District,11312,657,2015-01-05 23:22:19,
Raul_Labrador,Raúl R. Labrador,246341769,Proudly serving Idaho's beautiful 1st Congressional District.,20289,665,2011-02-02 16:26:52,"Eagle, Idaho"
DineshDSouza,Dinesh D'Souza,91882544,"🎥 filmmaker. 📚 author. 🎤 speaker. My bestselling book ""The Big Lie"" exposes the Left's biggest lie yet: calling conservatives Nazis to hide their fascism.",720452,5351,2009-11-22 22:32:41,United States
RepDaveJoyce,Dave Joyce,976969338,"Father, husband, and former prosecutor proudly representing #OH14",14936,2611,2012-11-28 21:12:14," Washington, DC"
MarshaBlackburn,Marsha Blackburn,278145569,I am honored to serve the people of Tennessee's 7th District.,47996,2601,2011-04-06 18:05:33,"Brentwood, TN"
petersuderman,This Website Is Bad,4107581,"Write & Edit @Reason | https://t.co/W2vfk5WIWy | Policy, politics, cocktails, movies, music, video games, science fiction, puns",20719,1159,2007-04-11 02:05:05,"Washington, DC"
RepJimBanks,Jim Banks,816131319033950208,Official account of U.S. Congressman Jim Banks (IN-3).,4143,1707,2017-01-03 03:57:24,Indiana's 3rd District
RepChrisSmith,Rep. Chris Smith,1289319271,Proud to represent the 4th Congressional District of New Jersey.,24213,229,2013-03-22 18:03:53,
LPNational,Libertarian Party,31464977,"The official Twitter account of the Libertarian Party, America's third largest political party. We promote free markets, civil liberties, and peace.",120030,10721,2009-04-15 17:40:46,USA
mrctv,MRCTV.org,13737002,Your one-stop-shop for the best conservative videos! We're at the Media Research Center @theMRC.,42282,15783,2008-02-20 20:02:12,"Reston, VA"
HouseAppropsGOP,House Appropriations,301549400,"The Official Twitter Feed for the House Appropriations Committee, GOP Majority. Chairman @USRepRodney",11411,231,2011-05-19 17:15:54,"Washington, DC"
glennbeck,Glenn Beck,17454769,'find joy. speak truth.' | https://t.co/JyFFP5GsCR,1208808,195,2008-11-18 00:43:47,"Dallas, TX. Rockies, NYC."
MikeCrapo,Senator Mike Crapo,600463589,United States Senator for the great state of Idaho.,51986,689,2012-06-05 22:16:35,"Idaho & Washington, D.C."
RepPoliquin,Rep. Bruce Poliquin,2932617195,Proudly Serving Maine's Second Congressional District,7138,344,2014-12-19 21:32:47,
PeteSessions,Pete Sessions,24735461,I proudly represent the people of Texas' 32nd Congressional District and serve as the Chairman of the House Committee on Rules.,29178,825,2009-03-16 17:54:52,
VP,Vice President Mike Pence,818910970567344128,"Vice President Mike Pence. Husband, father, & honored to serve as the 48th Vice President of the United States. Tweets may be archived: https://t.co/eVVzoBb3Zr",5296179,10,2017-01-10 20:02:44,"Washington, D.C."
RepKevinCramer,Rep. Kevin Cramer,1048784496,Representing the great people of North Dakota in the United States House of Representatives. Member of @HouseCommerce,10753,652,2012-12-30 20:54:06,
RepMcClintock,Tom McClintock,50152441,"United States Representative, 4th District of California",12658,0,2009-06-24 00:21:07,"Washington, DC"
RepGosar,"Rep. Paul Gosar, DDS",240760644,U.S. Representative for Arizona's Fourth Congressional District. Chairman of @westerncaucus. Chairman of the Subcommittee on Energy & Minerals @NatResources.,27626,4516,2011-01-20 17:44:27,
SteveDaines,Steve Daines,11651202,Married 31 years to Cindy. Parents of four. Three dogs. Serving the people of Montana in the U.S. Senate. 🇺🇸,41035,659,2007-12-30 05:52:03,"Bozeman, MT"
RepWebster,Daniel Webster,281540744,A family man and small-business owner who is dedicated to serving the citizens of Central Florida with honor and integrity.,17426,282,2011-04-13 13:47:05,Central Florida
SenRubioPress,Senator Rubio Press,229966028,Official account of U.S. Senator @MarcoRubio's PressShop. For more information please visit his website.,41073,536,2010-12-23 21:22:47,"Florida, USA"
worldnetdaily,WND News,43969372,"A Free Press for A Free People. Founded in 1997 by @josephfarah, https://t.co/Aq8s0TfZqs is the digital pioneer in online news.",79332,445,2009-06-01 20:50:08,
Rep_Hunter,Rep. Duncan Hunter,1305596696,Representing California’s 50th District,13577,236,2013-03-26 21:04:26,
RepPeteOlson,Rep. Pete Olson,20053279,Proudly representing TX-22 in Congress. Follow me on Facebook: http://t.co/2aP7aRlj3f and Instagram: https://t.co/hBZNAgZcuI,8529,2131,2009-02-04 13:40:57,"Washington, DC / Houston, TX"
BankingGOP,Senate Banking GOP,1242040290,"Senate Banking, Housing & Urban Affairs Republicans",3559,198,2013-03-04 19:34:23,"Washington, D.C. "
RepRalphNorman,Ralph Norman,880480631108644864,Official account of Congressman Ralph Norman. Proudly representing the 5th District of South Carolina.,905,259,2017-06-29 17:38:35,"Rock Hill, SC"
lisamurkowski,Sen. Lisa Murkowski,18061669,Official Twitter account for U.S. Senator Lisa Murkowski. Follow me for news and updates on what's happening in the Senate and across Alaska.,163117,546,2008-12-11 21:55:19,"Alaska & Washington, D.C."
SenatorRounds,Senator Mike Rounds,2955485182,U.S. Senator for South Dakota,16935,547,2015-01-01 20:23:49,"Pierre, South Dakota"
RepEdRoyce,Ed Royce,246769138,Proudly serving California's 39th Congressional District (#CA39). Chairman of the @HouseForeign Affairs Committee.,26169,1053,2011-02-03 12:40:15,"Fullerton, CA & Washington, DC"
RichLowry,Rich Lowry,40116885,Editor of National Review. Author of Lincoln Unbound.,148301,678,2009-05-14 23:28:39,"New York, NY"
SteveScalise,Rep. Steve Scalise,1209417007,Serving as House Majority Whip and representing LA-01. Follow me on Facebook: http://t.co/mIQZ2Jh9Gt and Instagram: http://t.co/5wuWc45xvq,234225,1729,2013-02-22 18:10:47,"Jefferson, LA"
RepArrington,Rep. Arrington,816284664658874368,Proudly representing the good people of West Texas in Congress.,3491,1161,2017-01-03 14:06:44,West Texas
SenatorLankford,Sen. James Lankford,225921757,Serving the State of Oklahoma in the United States Senate,54514,398,2010-12-12 20:33:07,"Oklahoma and Washington, DC"
TomColeOK04,Rep. Tom Cole,23124635,Proud to represent the Fourth District of Oklahoma in the U.S. House of Representatives. Staff moderated unless signed by me. -TC,16804,260,2009-03-06 21:54:25,Oklahoma
ChuckGrassley,ChuckGrassley,10615232,"U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.",179593,14102,2007-11-26 15:17:02,Iowa
RepDavid,Rep David Schweikert,229197216,Avid hiker and coffee enthusiast who is proud to represent Arizona's 6th Congressional District in the U.S. House of Representatives.,21461,1932,2010-12-21 19:48:02,Arizona
Reince,Reince Priebus,20733972,President @MichaelBestLaw; Exclusive Speaker @WashSpeakers; Former White House Chief of Staff for @realDonaldTrump; Former @GOP Chairman,950285,368,2009-02-13 00:07:00,"Kenosha, WI and Washington, DC"
RepLaHood,Darin LaHood,3686482216,Proudly representing the 18th Congressional District of Illinois.,6971,338,2015-09-17 14:16:48,IL-18 Congressional District
JohnBoozman,Senator John Boozman,5558312,Representing Arkansas in the U.S. Senate.  Contact Info: 202-224-4843,57172,725,2007-04-27 16:05:52,Arkansas
HouseCommerce,Energy and Commerce,114756202,House Energy & Commerce: #SubHealth #SubOversight #SubEnergy #SubCommTech #SubEnvironment #SubDCCP,28903,1036,2010-02-16 14:18:06,"Washington, D.C."
RepAndyHarrisMD,"Rep. Andy Harris, MD",960962340,"Proud to represent MD-01; Anesthesiologist; Dad to Joe, Becky, Irene, Jessica, & Danny; Grandpa to Charles, Abigail, Arthur, Andrew, Camilla, James, & Sylvia.",11680,604,2012-11-20 18:31:27,Maryland's First District
townhallcom,Townhall.com,28614262,Townhall.com is the #1 conservative website with political commentary from over 100 columnists and a community of millions of grassroots conservatives.,111903,3202,2009-04-03 17:47:47,Washington D.C.
KeithRothfus,Keith Rothfus,1155212191,Thank you for visiting my official Twitter account. I proudly represent and serve Pennsylvania's Twelfth Congressional District.,7641,490,2013-02-06 21:51:36,
RepMiaLove,Rep. Mia Love,2976598347,"Official account for Congresswoman Mia Love, Utah's 4th District.  Use of this page is subject to our guidelines, which are available at https://t.co/FPQkNcVd05",22955,225,2015-01-13 15:44:28,"Saratoga Springs, UT"
CongCulberson,John Culberson,24183358,"Proud father, happy husband, Jeffersonian Republican. TX Congressman.",14858,928,2009-03-13 14:54:29,"Houston, TX"
RepComstock,Barbara Comstock,2933760046,Honored To Represent Virginia’s 10th Congressional District. Attorney • Legislator • Mom,14220,662,2014-12-20 15:03:37,Virginia's 10th CD
RepNewhouse,Rep Dan Newhouse,2930635215,Proud to represent Washington's 4th District in the U.S. Congress,8079,1614,2014-12-18 20:19:23,
RepWalberg,Rep Tim Walberg,237862972,"Proudly serving the Michigan 7th District, tweet at me or join the discussion on Facebook http://t.co/W4dgfpnMav",14412,1154,2011-01-13 20:26:26,MI 7th Congressional District
RepCurbelo,Rep. Carlos Curbelo,2853309155,"Representing Florida's 26th Congressional District, Husband, Dad, Catholic, Son of Cuban exiles, GOP, UM gradx2, Belen Jesuit",14517,228,2014-10-31 14:01:43,
replouiegohmert,Louie Gohmert,22055226,"Member of Congress, representing the first district of Texas which encompasses over 12 counties stretching nearly 120 miles down the eastern border of Texas.",91067,668,2009-02-26 20:14:28,
RandPaul,Senator Rand Paul,216881337,"U.S. Senator for Kentucky | I fight for the Constitution, individual liberty and the freedoms that make this country great.",1910932,471,2010-11-17 23:52:35,"Bowling Green, KY"
KevinNR,Kevin D. Williamson,109034782,"You can put your boots in the oven, but that don't make 'em biscuits.",59445,5057,2010-01-27 19:32:35,Further
SenJohnMcCain,John McCain,19394188,"U.S. Senator John McCain (R-AZ), Chairman of Senate Armed Services Committee",3100513,379,2009-01-23 13:42:31,"Phoenix, AZ / Washington, DC"
DarrellIssa,Darrell Issa,22509548,"I work for CA-49, Chair the Subcommittee on Courts, Intellectual Property, and the Internet, & serve on the House Committee on Foreign Affairs.",287487,34238,2009-03-02 17:39:00,"Vista, CA & Washington, DC"
RepStefanik,Rep. Elise Stefanik,2962813893,"Official Twitter Account for Congresswoman Elise Stefanik, proudly representing New York's 21st District.",15370,256,2015-01-05 22:17:51,
RepJeffDenham,Jeff Denham,248699486,Working for the people of California's 10th district in the U.S. House of Representatives. http://t.co/8CkNyoIDFU,19715,1796,2011-02-07 15:01:35,"Modesto, CA"
RepBuddyCarter,Buddy Carter,2973870195,Proudly serving Georgia's 1st Congressional District,8825,274,2015-01-12 00:33:43,
DouthatNYT,Ross Douthat,546135718,"New York Times columnist, National Review film critic, author of Bad Religion: How We Became a Nation of Heretics (Free Press, 2012).",134873,265,2012-04-05 17:17:32,Washington DC
GrahamBlog,Lindsey Graham,14845376,Twitter feed for U.S. Senator Lindsey Graham of South Carolina.,113822,2109,2008-05-20 13:57:21,"Washington, DC"
RepScottPerry,RepScottPerry,18773159,"Husband, Father of two young daughters, Small Businessman and Soldier. Congressman - 4th District (PA).",11786,2705,2009-01-08 18:29:58,
RepPeteKing,Rep. Pete King,18277655,Representing New York's 2nd Congressional District,30446,102,2008-12-21 02:49:32,"Seaford, New York"
RepDLamborn,Rep. Doug Lamborn,584012853,Honored to represent Colorado in the U.S. House of Representatives. Member of House Armed Services Committee and House Committee on Natural Resources.,14133,969,2012-05-18 16:01:17,"Colorado Springs, CO"
JoeNBC,Joe Scarborough,21619519,"""Sometimes it is not enough to do our best; we must do what is required."" ~Churchill",2117785,398,2009-02-23 01:23:24,Connecticut
HouseSmallBiz,House Small Business Committee 💡,2978291435,"We're the Committee in the House of Representatives fighting to support America's entrepreneurs, innovators, & small businesses. Chaired by @RepSteveChabot.",7207,1864,2015-01-14 16:24:31,
RepMoBrooks,Mo Brooks,237299871,Thanks for following me. I'm the Congressman for Alabama's Fifth District and this is my official Twitter page. It's an honor to serve you.,24043,2106,2011-01-12 14:46:14,Alabama
RepAnnWagner,Ann Wagner,1051446626,Official Twitter account for Congresswoman Ann Wagner-- proudly Representing the 2nd Congressional District of Missouri http://t.co/ozYKLyoI,16828,2781,2013-01-01 00:01:45,"Ballwin, MO"
RepMeehan,Patrick Meehan,248850174,Proudly representing Pennsylvania's 7th District in the U.S. House of Representatives,17221,945,2011-02-07 21:19:34,
RepBillShuster,Bill Shuster,22527499,"Proudly representing the people of PA's 9th district. Member of Congress, Chairman of @transport, and member of @hascrepublicans.",19382,1096,2009-03-02 20:04:02,"Hollidaysburg, PA"
rep_stevewomack,Rep. Steve Womack,234469322,Proud to serve the folks of Arkansas's 3rd District.,16645,1308,2011-01-05 18:53:03,Arkansas's 3rd District
RepDavidYoung,David Young,314205957,"Official account of U.S. Congressman David Young, proudly representing all the people in Iowa's 3rd Congressional District. #IA03",8671,767,2011-06-09 21:48:45,"Van Meter, Iowa"
RepKinzinger,Adam Kinzinger,219429281,I represent Illinois' 16th District. It's an honor to serve in Congress on @HouseCommerce and @HouseForeign - and to serve as a pilot in the Air National Guard.,36741,971,2010-11-24 21:04:11,"Channahon, IL"
jimgeraghty,Jim Geraghty,15335534,"NR senior political correspondent by day, dad by day and night. Author. Podcaster. On CNN International a lot. #TJAMS",85507,994,2008-07-06 20:49:38,"Authenticity Woods, Virginia."
NRCC,NRCC,5496932,The NRCC is devoted to increasing the Republican conference in the U.S. House of Representatives.,74693,748,2007-04-25 13:15:21,"Washington, D.C."
EricCantor,Eric Cantor,18891923,"Vice Chair and Managing Director, @Moelis; former House Majority Leader. Working to build #AnAmericaThatWorks, #AnAmericaThatLeads. Tweets are my own.",293485,8593,2009-01-12 04:57:20,"Richmond, VA"
RepThomasMassie,Thomas Massie,975200486,"U.S. Representative for Kentucky's 4th District, MIT '93 SB, '96 SM",38997,649,2012-11-28 02:33:14,
NatResources,Natural Resources,41445718,"U.S. House Committee on Natural Resources, Chaired by Congressman Rob Bishop (UT) @NatResources on Instagram",21233,1163,2009-05-20 20:46:25,"Washington, D.C."
RepublicanStudy,RSC,22528309,The Republican Study Committee (RSC) is the largest conservative caucus in the House of Representatives. Chaired by @RepMarkWalker (NC-6).,25348,1371,2009-03-02 20:10:20,"Washington, D.C."
SenJoniErnst,Joni Ernst,2856787757,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,30125,50,2014-11-02 13:32:54,Iowa 
yrnf,Young Republicans,18592146,We represent Young Republicans 18-40 & are an affiliate of the @GOP. Follow along: #YoungRepublicans. Contact us: social@yrnf.com!,38459,2087,2009-01-04 01:33:34,United States
JerryMoran,Senator Jerry Moran,18632666,Official account of U.S. Senator Jerry Moran. Honored to represent Kansans in the U.S. Senate.,71811,3040,2009-01-05 14:25:22,Kansas
RepJeffDuncan,Rep. Jeff Duncan,240393970,"Christian, husband, father, former small business owner, and Congressman for South Carolina's Third Congressional District",50453,44238,2011-01-19 20:45:16,
tedcruz,Ted Cruz,23022687,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",3144949,6582,2009-03-06 03:20:20,"Houston, Texas"
Jim_Jordan,Rep. Jim Jordan,18166778,Proudly serving Ohio's beautiful fourth district.,86448,5213,2008-12-16 17:20:24,"Washington, D.C. "
newtgingrich,Newt Gingrich,20713061,"Husband, father, grandfather, citizen, small businessman, author, former Speaker of the House.",2129137,916,2009-02-12 20:18:08,
JeffFortenberry,Jeff Fortenberry,18805303,U.S. Representative for the First Congressional District of Nebraska,17509,2228,2009-01-09 16:14:19,"Lincoln, NE / Washington, D.C."
virginiafoxx,Virginia Foxx,16256269,Congresswoman Virginia Foxx. Conservative representing North Carolina's Fifth District.,20795,1375,2008-09-12 13:30:07,"Banner Elk, NC"
newsbusters,NewsBusters,45190383,Exposing and Combating Liberal Media Bias 24/7.  Official Blog of the Media Research Center (@theMRC). RT does not necessarily equal endorsement.,170817,30075,2009-06-06 18:59:21,DC Metro Area
PamelaGeller,Pamela Geller,15669672,"Author, FATWA: HUNTED IN AMERICA (Get it now: https://t.co/fKeyGbP7a9) Slayer of dragons, Follow me on Facebook: https://t.co/bm6qbe6BbL",172076,228,2008-07-31 02:20:42,
RepStevePearce,Steve Pearce,235271965,I represent New Mexico's 2nd Congressional District.  I am fighting to create jobs in NM and voice New Mexicans' other concerns in Washington.,11440,812,2011-01-07 19:44:44,"Hobbs, NM"
housebudgetGOP,House Budget GOP,778700700696010754,U.S. House of Representatives Committee on the Budget. Working to get our fiscal house in order. Chaired by @RepDianeBlack of TN. https://t.co/Wxana3p9XP,5810,733,2016-09-21 21:01:29,"Washington, DC"
SenatorEnzi,Mike Enzi,291756142,Mike Enzi is Wyoming’s 20th U.S. Senator. His joy of representing Wyoming is topped by few things. (Being a grandfather and fly fishing are two.),56832,598,2011-05-02 15:26:39,
KarlRove,Karl Rove,18791763,"Former Deputy Chief of Staff to President George W. Bush, Author of NYT bestseller, Courage & Consequence, and new book, The Triumph of William McKinley",696370,141375,2009-01-09 04:12:46,"Washington, D.C."
SamsPressShop,Sam Johnson,249288197,Faithfully serving the Third Congressional District of Texas.,10172,440,2011-02-08 19:01:18,Third District of Texas
RepJackBergman,Rep. Jack Bergman,815241612154417152,"Rep. of Michigan's 1st District, 3-Star Lt. General, USMC (ret), Yooper, Pilot for Northwest, Proud Grandfather of eight grandchildren.",2920,344,2016-12-31 17:02:01,
GOPSenFinance,GOP Senate Finance,701821488,News and information from the press office of Senate Finance Committee Chairman Orrin Hatch (R-Utah),11492,528,2012-07-17 21:37:44,"Washington, D.C."
Robert_Aderholt,Rep. Robert Aderholt,76452765,Proudly serving the 4th Congressional District of Alabama in Congress,18416,117,2009-09-22 21:16:37,"Haleyville, AL"
RepMarkWalker,Rep. Mark Walker,2966205003,Member of U.S. Congress & Chairman of the @RepublicanStudy Committee. Former Pastor gratefully representing the 6th District of North Carolina.,8426,1405,2015-01-07 16:20:28,
cnsnews,CNSNews.com,34927577,"http://t.co/6UprShcVX6, a division of the Media Research Center, seeks to bring you the news the leftist media won't cover.",115069,29247,2009-04-24 13:44:24,DC Metro Area
RepTomMarino,Rep. Tom Marino,240363117,Proud to serve citizens of PA-10. Member on @HouseForeign @HouseHomeland @HouseJudiciary & Vice President of @NATO Parliamentary Assembly,20399,934,2011-01-19 19:11:27,Pennsylvania
stephenfhayes,Stephen Hayes,69773058,"Editor-in-Chief, The Weekly Standard; Fox News Contributor. Subscribe to The Weekly Standard here: https://t.co/gXFokp88hs",316373,1005,2009-08-29 03:11:53,"Washington, DC"
SenCoryGardner,Cory Gardner,235217558,Proudly serving the state of Colorado in the United States Senate. This is my official Senate Twitter account.,78728,287,2011-01-07 17:02:56,Colorado
amandacarpenter,Amanda Carpenter,14844867,"Writer and CNN Contributor. Conservative, not a party cheerleader. Biased towards happy warriors. DeMint, Cruz alum. The typos are how you know it's real.",111666,3493,2008-05-20 13:13:10,"Washington, DC"
FoxNewsOpinion,Fox News Opinion,107125748,Opinion and analysis from http://t.co/hxI7atNLhP,165106,259,2010-01-21 16:35:50,"New York, NY"
SethAMandel,Seth Mandel,150281740,Father of the three Irishest Jewish kids on earth. Op-Ed Editor @nypost. @Commentary magazine alum. Opinions are my own. @bethanyshondark is my better half,43981,669,2010-05-31 14:56:50,"ÜT: 38.900497,-77.009496"
bennyjohnson,Benny,15212187,"Love my Family, God and Pipe Tobacco; not necessarily in that order. I make internet at the Daily Caller [dot] com. TIPS: Benny@dailycaller.com",47433,2717,2008-06-23 21:33:20,WashingtonDC/ New York City
RepSanfordSC,Mark Sanford,1499993378,Serving the #Lowcountry in #SC01. Find me on Facebook at https://t.co/9HU8VA7ySB,10145,631,2013-06-11 01:55:44,SC-01
RepBrianBabin,Brian Babin,2929491549,Honored to serve citizens of #TX36 in U.S. Congress. Chairman of @HouseScience Space Subcommittee and Member of House @Transport Committee.,8384,645,2014-12-18 13:28:53,
HouseGOP,House Republicans,15207668,The United States House of Representatives Republican Conference. @housegop on Instagram & Snapchat.,508293,10074,2008-06-23 14:41:52,"Washington, DC"
RepDougCollins,Rep. Doug Collins,1060487274,"Working for Georgia's 9th Congressional District. Pastor, attorney, military chaplain. Find me @HouseJudiciary when in session, beautiful #GA09 all other times.",13156,941,2013-01-04 13:43:55,"Gainesville, Georgia"
Heritage,Heritage Foundation,10168082,"A think tank devoted to the principles of free enterprise, limited government, individual freedom, traditional American values, and a strong national defense.",624573,31527,2007-11-12 01:50:27,"Washington, DC"
MarioDB,Mario Diaz-Balart,37094727,"I am proud to represent Florida's 25th Congressional District and serve on @HouseAppropsGOP as Transportation, Housing + Urban Development Subcommittee Chair",33517,197,2009-05-02 00:52:48,"Florida & Washington, DC"
RepDrewFerguson,Drew Ferguson,806583915012046854,Proud to serve the good people of Georgia's 3rd District in Congress,2538,100,2016-12-07 19:39:25,"West Point, GA"
RepTomGarrett,Tom Garrett,818460870573441028,"Husband, Father, Army Veteran, Former Prosecutor. Proudly serving Virginia's 5th Congressional District. @EdWorkforce, @HouseHomeland, @HouseForeign",3854,775,2017-01-09 14:14:12,"Buckingham County, VA"
RepFredUpton,Fred Upton,124224165,"Husband, Dad, and proud to represent Michigan's 6th District. Chairman of the Subcommittee on Energy. Call me Fred.",22066,2088,2010-03-18 17:34:35,"St. Joseph, Michigan"
RepJasonSmith,Rep. Jason Smith,1623308912,Honored to represent the families of Missouri's 8th Congressional District in the United States House of Representatives.,14091,990,2013-07-26 16:13:03,MO-08
RepLeeZeldin,Lee Zeldin,2750127259,Official Twitter of U.S. Congressman Lee Zeldin of New York's 1st Congressional District.,9342,1883,2014-08-20 19:25:47,
TGowdySC,Trey Gowdy,237348797,Official account of U.S. Congressman Trey Gowdy. Representing the Fourth District of South Carolina. Chairman of @GOPoversight.,706694,456,2011-01-12 16:57:04,"Spartanburg, SC"
TPPatriots,Tea Party Patriots,86177206,Official Grassroots American Movement | Personal Freedom | Economic Freedom | Debt Free Future,189288,32682,2009-10-29 22:21:26,USA
RepGarretGraves,Rep. Garret Graves,2951574214,Official Twitter Page of Congressman Garret Graves (LA06),7073,853,2014-12-30 17:51:24,Follow us on Facebook: 
RoyBlunt,Senator Roy Blunt,21269970,Official account of U.S. Senator Roy Blunt. Honored to represent the great state of Missouri.,76043,7173,2009-02-19 02:58:03,Missouri
baseballcrank,Dan McLaughlin,38021361,"Lawyer, contributing columnist @NRO, formerly of @RedState. Mets fan, former baseball blogger. Not the Cardinals broadcaster.",44035,1196,2009-05-05 21:11:21,New York
realDonaldTrump,Donald J. Trump,25073877,45th President of the United States of America🇺🇸,45617592,45,2009-03-18 13:46:38,"Washington, DC"
AustinScottGA08,Rep. Austin Scott,234797704,I am proud to represent the 8th Congressional District of Georgia. | Committees: @HASCRepublicans and @HouseAgNews.,15324,353,2011-01-06 16:01:46,"Tifton, GA"
SenAlexander,Sen. Lamar Alexander,76649729,"Follow Sen. Alexander in TN, in DC, and in the news.",74116,427,2009-09-23 13:58:50,
SenDanSullivan,SenDanSullivan,2891210047,Official twitter account for U.S. Senator Dan Sullivan.  Proudly serving the state of Alaska.,16133,592,2014-11-05 21:25:42,
RepMoolenaar,Rep. John Moolenaar,2696643955,Representing Michigan's Fourth Congressional District. This is the Twitter page of the official House office.,6532,344,2014-07-31 21:09:14,
HouseAgNews,House Ag Committee,234573331,News and updates from Chairman K. Michael Conaway (TX-11) and the House Agriculture Committee.,19075,1213,2011-01-06 00:23:09,"Washington, DC"
RealJTP,Joe the Plumber,30865013,"Average Joe, Encouraging Americans to stand up for America! #JTP",28588,10443,2009-04-13 13:36:10,Ohio
RepLukeMesser,Rep. Luke Messer,1045853744,"Husband to a wonderful wife, father of three great kids, Congressman for Indiana's 6th Congressional District, lifelong Hoosier, and a die-hard #Colts fan.",13047,842,2012-12-29 20:06:12,"Shelbyville, IN"
DrNealDunnFL2,Dr. Neal Dunn,815952318487298048,Official government Twitter account for Congressman Neal Dunn (FL-02).,3180,160,2017-01-02 16:06:07,
RepTedYoho,Ted Yoho,1071900114,Representing Florida's 3rd Congressional District; large animal veterinarian; conservative business owner; Member of @HouseForeign  & @HouseAgNews Committees,18208,312,2013-01-08 20:25:18,
GOPoversight,Oversight Committee,22508473,House Oversight Committee | Est. 1814 | Chaired by @TGowdySC | https://t.co/ylzBTwEGzE,50128,13180,2009-03-02 17:30:34,Washington D.C.
SenJohnThune,Senator John Thune,296361085,"U.S. Senator John Thune, South Dakota. Chairman of @SenateGOP & @SenateCommerce. Father. Husband. Avid Outdoorsman. Sports Fan.",89296,322,2011-05-10 16:41:48,
RepBlainePress,Blaine Luetkemeyer,1849261916,Proudly serving Missouri's 3rd Congressional District. House Financial Services and House Small Business Committee member.,8729,264,2013-09-09 19:53:08,Missouri's 3rd District
RepAdrianSmith,Rep. Adrian Smith,296245061,Proudly serving the 3rd District of Nebraska in the U.S. House of Representatives,9056,275,2011-05-10 12:52:01,"Gering, NE / Washington, DC"
theMRC,MediaResearchCenter,20076659,America's Media Watchdog. Parent company of @NewsBusters and @CNSNews.,156160,21373,2009-02-04 18:24:50,DC Metro Area
repgregwalden,Rep. Greg Walden,32010840,Proudly serving the people of Oregon's Second Congressional District. Chairman of @HouseCommerce,24217,177,2009-04-16 17:31:34,Oregon
MichaelRWarren,Mike Warren,15741263,"Senior writer at the Weekly Standard and author of White House Watch, a daily newsletter about the Trump presidency.",9215,956,2008-08-05 20:26:55,"Annandale, VA; Washington, DC"
RepLanceNJ7,Rep. Leonard Lance,613725908,Official Twitter Account for Congressman Leonard Lance.  Proudly Representing New Jersey's 7th Congressional District.  http://t.co/uudCjpcv9f,13555,310,2012-06-20 20:19:40,
RepBillJohnson,Bill Johnson,211530910,Proudly representing #Ohio's 6th Congressional District. Energy Enthusiast. Veteran. Husband. Father. Grandfather.,29686,832,2010-11-03 14:33:04,Eastern/Southeastern Ohio
seanhannity,Sean Hannity,41634520,"TV Host Fox News Channel 9 PM EST. Nationally Syndicated Radio Host 3-6 PM EST. https://t.co/z23FRgA02S Retweets, Follows NOT endorsements!",3216447,7510,2009-05-21 17:41:12,NYC
IBDinvestors,Investors.com,21328656,"Investor's Business Daily provides leading stock market news and analysis, powerful investing products and education to help investors make money in the market.",129003,381,2009-02-19 19:11:46,"Los Angeles, CA"
ToddRokita,Rep. Todd Rokita,17544524,"Todd Rokita, U.S. Representative of the 4th District of Indiana. Chairman of Subcommittee on Early Childhood, Elementary, and Secondary Education.",20088,3415,2008-11-21 20:10:51,Indiana
AllenWest,Allen West,237403203,"Former Congressman, retired Army Lieutenant Colonel and author of Guardian of the Republic",734199,884,2011-01-12 19:27:31,
TXRandy14,Randy Weber,1058051748,Representative for the 14th Congressional District of Texas.  http://t.co/3YiUH4dPNE | Instagram: TXRandy14,11616,428,2013-01-03 15:30:06,"Friendswood, TX"
jpodhoretz,John Podhoretz,12612432,"Editor of Commentary. Columnist, New York Post. Contributing Editor of the Weekly Standard. Overuser of the phrase ""blithering idiot.""",119942,1203,2008-01-23 20:54:32,
SenPatRoberts,Pat Roberts,75364211,United States Senator from Kansas,49112,855,2009-09-18 19:34:56,"Kansas and Washington, DC"
HouseScience,"Sci,Space,&Tech Cmte",23103488,"Follow the House of Representatives Committee on Science, Space, and Technology https://t.co/wBe2jSx2Kk",181017,328,2009-03-06 19:06:28,Washington D.C.
RepLarryBucshon,"Larry Bucshon, MD",234812598,Congressman representing Hoosiers from #IN08. Doctor. Member of @HouseCommerce. https://t.co/4eq38gWLlg,16792,1979,2011-01-06 16:45:56,Indiana's 8th District  
RepJoeBarton,Joe Barton,19929362,I work for the people of the 6th District of Texas and am honored to represent them in Washington.,28097,327,2009-02-02 20:30:20,"Ennis, TX"
RepHalRogers,Hal Rogers,550401754,Representing the people of Southern and Eastern Kentucky and serving as Chairman of the U.S. House Appropriations Subcommittee on State and Foreign Operations,13080,713,2012-04-10 19:59:22,"Somerset, KY"
ACLJ,ACLJ,20791372,"The ACLJ is a constitutional law firm, led by @JaySekulow, committed to defending religious liberty, free speech, and the right to life in America & beyond.",148671,143,2009-02-13 18:09:41,"Washington, D.C."
